nID,dtHeureDebut,dtHeureFin,bLun,bMar,bMer,bJeu,bVen,bSam,bDim
1514,08:30:00,10:00:00,1,1,1,1,1,0,0
1515,08:30:00,15:30:00,1,1,1,1,1,0,0
1516,06:00:00,18:00:00,1,1,1,1,1,0,0
1517,22:30:00,23:30:00,1,0,0,1,0,0,0
1518,09:30:00,11:30:00,1,0,0,0,0,0,0
1519,13:30:00,15:30:00,0,1,0,0,0,0,0
1520,12:00:00,14:00:00,1,0,0,0,0,0,0
1521,09:30:00,11:30:00,0,1,0,0,0,0,0
1522,07:30:00,09:30:00,0,0,0,1,0,0,0
1523,08:30:00,10:30:00,0,1,0,0,0,0,0
1524,09:00:00,11:00:00,0,0,0,1,0,0,0
1525,13:30:00,15:30:00,1,0,0,0,0,0,0
1526,09:00:00,11:00:00,0,1,0,0,0,0,0
1527,09:00:00,11:00:00,1,0,0,0,0,0,0
1528,17:00:00,18:00:00,0,0,1,0,0,0,0
1529,11:00:00,12:00:00,0,0,0,0,1,0,0
1530,15:30:00,16:30:00,0,0,0,0,1,0,0
1531,18:00:00,19:00:00,0,1,0,0,0,0,0
1532,18:30:00,19:30:00,0,1,0,0,0,0,0
1533,10:30:00,13:30:00,0,0,1,0,0,0,0
1534,08:30:00,10:30:00,1,0,0,0,0,0,0
1535,08:30:00,10:30:00,0,0,0,1,0,0,0
1536,13:30:00,15:30:00,0,0,1,0,0,0,0
1537,16:30:00,17:30:00,1,0,0,1,0,0,0
1538,08:30:00,10:30:00,0,0,1,0,0,0,0
1539,08:00:00,11:00:00,0,0,1,0,0,0,0
1540,08:00:00,11:00:00,0,0,0,0,1,0,0
1541,08:00:00,11:00:00,0,0,0,1,0,0,0
1542,08:00:00,17:00:00,1,1,1,1,1,0,0
1543,22:00:00,23:00:00,0,1,0,0,1,0,0
1544,08:00:00,12:00:00,0,0,1,0,0,0,0
1545,08:00:00,09:00:00,1,0,0,0,0,0,0
1546,16:30:00,17:30:00,0,0,0,1,0,0,0
1547,05:00:00,09:00:00,1,1,1,1,1,1,1
1548,06:00:00,07:00:00,0,1,0,0,1,0,0
1549,18:00:00,19:00:00,0,0,1,0,0,0,0
1550,07:30:00,09:00:00,0,0,0,1,0,0,0
1551,08:00:00,09:00:00,0,0,0,1,0,0,0
1552,08:00:00,19:00:00,1,1,1,1,1,0,0
1553,18:30:00,19:30:00,0,0,0,1,0,0,0
1554,08:30:00,09:30:00,0,1,0,0,0,0,0
1555,08:00:00,09:00:00,0,0,1,0,0,0,0
1556,06:30:00,07:30:00,0,0,1,0,0,0,0
1557,18:00:00,19:00:00,1,0,1,0,0,0,0
1558,06:30:00,09:00:00,1,1,0,0,0,0,0
1559,13:00:00,15:00:00,0,0,0,0,1,0,0
1560,13:00:00,15:00:00,0,0,1,0,0,0,0
1561,13:00:00,15:00:00,0,0,0,1,0,0,0
1562,22:00:00,23:00:00,1,0,0,1,0,0,0
1563,10:30:00,11:30:00,1,0,0,0,0,0,0
1564,09:00:00,12:00:00,0,0,0,1,0,0,0
1565,08:00:00,18:00:00,0,0,0,0,0,1,1
1566,09:00:00,23:00:00,1,1,1,1,1,1,0
1567,01:00:00,14:00:00,1,1,1,1,1,1,1
1568,15:00:00,17:00:00,1,1,1,1,1,0,0
1569,09:00:00,23:00:00,1,1,1,1,1,1,1
1570,11:00:00,23:00:00,1,1,1,1,1,0,0
1571,19:00:00,20:00:00,1,1,1,1,1,0,0
1572,20:00:00,22:00:00,1,1,1,1,1,0,0
1573,00:00:00,06:00:00,1,1,1,1,1,1,1
1574,00:00:00,17:00:00,1,1,1,1,1,0,0
1575,23:00:00,23:59:59,1,1,1,1,1,1,1
1576,22:00:00,23:59:59,1,1,1,1,1,1,1
1577,06:30:00,16:00:00,1,1,1,1,1,0,0
1578,07:30:00,09:00:00,1,0,0,0,0,0,0
1579,09:00:00,15:00:00,0,0,1,0,0,0,0
1580,11:00:00,14:00:00,0,1,0,0,1,0,0
1581,00:00:00,23:59:59,1,0,1,0,1,0,1
1582,09:00:00,21:00:00,0,1,0,1,0,1,0
1583,12:00:00,15:00:00,0,1,0,1,0,1,0
1584,08:00:00,09:00:00,0,1,0,0,0,0,0
1585,06:00:00,07:00:00,0,1,0,0,0,0,0
1586,06:00:00,07:00:00,0,0,1,0,0,0,0
1587,06:00:00,07:00:00,0,0,0,1,0,0,0
1588,06:00:00,07:00:00,1,0,0,0,0,0,0
1589,04:00:00,23:00:00,1,1,1,1,1,1,1
1590,07:30:00,08:30:00,1,0,0,0,0,0,0
1591,09:00:00,17:00:00,1,0,1,0,1,0,0
1592,16:30:00,17:30:00,0,1,0,0,0,0,0
1593,11:30:00,12:30:00,0,1,0,0,0,0,0
1594,11:00:00,12:00:00,1,0,0,0,0,0,0
1595,11:30:00,12:30:00,1,0,0,0,0,0,0
1596,08:30:00,09:30:00,0,0,0,0,1,0,0
1597,07:30:00,08:30:00,1,0,0,1,0,0,0
1598,07:30:00,09:30:00,0,1,0,0,0,0,0
1599,07:30:00,09:30:00,0,0,1,0,0,0,0
1600,08:00:00,12:00:00,1,0,0,0,0,0,0
1601,07:30:00,08:30:00,0,0,1,0,0,0,0
1602,07:30:00,08:30:00,0,0,0,0,0,1,1
1603,08:00:00,10:00:00,0,0,1,0,0,0,0
1604,07:30:00,08:30:00,1,0,1,0,1,0,0
1605,08:00:00,09:00:00,0,0,1,0,1,0,0
1606,09:00:00,10:00:00,1,0,0,1,0,0,0
1607,09:00:00,10:00:00,0,0,0,0,1,0,0
1608,08:00:00,12:00:00,0,0,0,1,0,0,0
1609,07:30:00,08:30:00,0,0,0,0,1,0,0
1610,09:30:00,10:30:00,1,0,0,0,0,0,0
1611,08:00:00,09:00:00,0,0,0,0,0,0,1
1612,08:00:00,09:00:00,0,0,0,0,0,1,0
1613,08:00:00,09:00:00,0,0,0,0,1,0,0
1614,08:30:00,09:30:00,1,0,0,1,0,0,0
1615,07:30:00,09:30:00,1,1,1,1,1,0,0
1616,08:30:00,09:30:00,0,0,1,0,0,0,0
1617,08:00:00,16:00:00,1,1,1,1,1,0,0
1618,04:00:00,05:00:00,1,1,1,1,1,1,1
1619,08:00:00,11:00:00,1,1,1,1,1,1,1
1620,07:30:00,08:30:00,0,1,0,0,1,0,0
1621,09:00:00,22:00:00,0,0,0,0,1,0,0
1622,10:30:00,12:30:00,0,0,0,0,1,0,0
1623,06:00:00,23:00:00,1,1,1,1,1,1,1
1624,07:30:00,08:30:00,1,1,1,1,1,0,0
1625,05:00:00,07:00:00,1,1,1,1,1,0,0
1626,19:30:00,20:30:00,0,1,0,0,0,0,0
1627,17:30:00,18:30:00,1,0,1,0,0,0,0
1628,23:00:00,23:59:59,1,0,0,1,0,0,0
1629,08:00:00,18:00:00,1,1,1,1,1,1,0
1630,23:00:00,23:59:59,0,1,0,0,1,0,0
1631,08:00:00,15:00:00,1,1,1,1,1,0,0
1632,00:07:30,00:09:00,1,1,1,1,1,0,0
1633,07:30:00,09:00:00,1,1,1,1,1,0,0
1634,09:30:00,19:00:00,1,1,1,1,1,0,0
1635,09:00:00,10:00:00,0,1,0,0,0,0,0
1636,06:30:00,18:00:00,1,1,1,1,1,0,0
1637,08:00:00,10:00:00,0,0,0,1,0,0,0
1638,09:00:00,10:00:00,0,0,0,1,0,0,0
1639,08:00:00,11:00:00,1,1,1,1,1,0,0
1640,07:30:00,15:30:00,1,1,1,1,1,0,0
1641,12:30:00,14:30:00,0,0,1,0,0,0,0
1642,09:00:00,11:30:00,0,1,0,0,0,0,0
1643,12:30:00,14:30:00,0,0,0,1,0,0,0
1644,09:30:00,11:00:00,0,1,0,0,0,0,0
1645,12:30:00,14:30:00,1,0,0,0,0,0,0
1646,10:00:00,12:00:00,0,0,0,1,0,0,0
1647,08:00:00,17:00:00,1,1,1,1,1,1,0
1648,09:30:00,17:00:00,1,1,1,1,1,0,0
1649,12:00:00,18:00:00,1,1,1,1,1,1,1
1650,09:00:00,17:00:00,1,0,0,0,0,0,0
1651,08:00:00,10:00:00,1,0,0,0,0,0,0
1652,08:00:00,11:00:00,1,0,0,0,0,0,0
1653,08:30:00,09:30:00,0,0,0,1,0,0,0
1654,22:00:00,23:00:00,0,1,0,0,0,0,0
1655,22:00:00,23:00:00,0,0,0,1,0,0,0
1656,23:00:00,23:59:59,0,1,0,0,0,0,0
1657,17:30:00,18:30:00,1,0,0,0,0,0,0
1658,22:00:00,23:00:00,0,1,0,1,0,0,0
1659,06:00:00,08:00:00,1,1,1,1,1,0,0
1660,07:00:00,09:00:00,0,0,1,0,0,0,0
1661,07:30:00,09:00:00,0,1,0,0,0,0,0
1662,09:00:00,13:00:00,0,0,1,0,0,0,0
1663,08:30:00,11:30:00,0,0,0,0,1,0,0
1664,07:30:00,09:30:00,0,1,0,0,1,0,0
1665,07:30:00,09:30:00,1,0,0,0,0,0,0
1666,08:30:00,11:30:00,0,0,1,0,0,0,0
1667,08:30:00,11:30:00,0,0,0,1,0,0,0
1668,07:30:00,08:30:00,0,0,0,1,0,0,0
1669,12:00:00,13:00:00,0,0,1,0,0,0,0
1670,06:30:00,08:30:00,0,1,0,0,0,0,0
1671,07:30:00,08:30:00,0,1,0,0,0,0,0
1672,08:30:00,12:00:00,1,1,1,1,1,0,0
1673,08:00:00,14:00:00,1,1,1,1,1,0,0
1674,08:30:00,09:30:00,1,0,1,0,0,0,0
