PANNEAU_ID_RPA,DESCRIPTION_RPA,CODE_RPA
811,"PISTE CYCLABLE - FL.","GV-A-*"
812,"FL. 1 - P POUR VELO","GV-B-1"
813,"FL. 2 - P POUR VELO","GV-B-2"
814,"P POUR VELO GRATUIT","GV-B-3"
815,"ANNULE","GV-C"
816,"ANNULE-ACHEM. CENTRE COMMUNAUTAIRE MONKLAND","GV-CC"
817,"ANNULE-ACHEMINEMENT ""CIMETIERE""","GV-CI"
818,"VELO","GV-D"
820,"OBLIGATION DE DESCENDRE DE VELO","GV-E"
821,"VOIES PIETONS ET VELOS SEPARES","GV-EA"
822,"VOIES PIETONS ET VELOS SEPARES","GV-EB"
823,"ECO-CENTRE                      * = FLECHE","GV-EC-*"
824,"COMPLEXE ENVIRONNEMENTAL    (ST-MICHEL)","GV-ED-*"
825,"OBLIGATION CALECHE","GV-F-*"
826,"ANNULE","GV-FP"
827,"INTERDICTION AU PIETON","GV-G"
829,"ACHEMINEMENT HOPITAL GENERAL JUIF","GV-HA-*"
830,"ACHEMINEMENT HOPITAL STE-JUSTINE","GV-HB-*"
831,"ACHEMINEMENT CENTRE HOSPITALIER DE ST MARY","GV-HC-*"
832,"ACHEMINEMENT HOPITAL DE MONTREAL POUR ENFANTS","GV-HE-*"
833,"ACHEMINEMENT HOPITAL GENERAL DE MONTREAL","GV-HG-*"
834,"ACHEMINEMENT HOPITAL HOTEL-DIEU DE MONTREAL","GV-HH-*"
835,"ACHEMINEMENT HOPITAL ROYAL VICTORIA","GV-HR-*"
836,"ACCES INTERDIT AUX AUTOMOBILES","GV-I"
839,"BALISE //","GV-KA"
840,"BALISE \\","GV-KB"
841,"DAMIER FIN DE PISTE CYCLABLE","GV-KC"
843,"ANNULE-DIRECTIONS POUR VELOS - PARC MAISONNEUVE","GV-LB-*"
844,"ANNULE-DIRECTIONS POUR VELOS - AXE RACHEL","GV-LC-*"
845,"ANNULE-DIRECTIONS POUR VELOS - PONT JACQUES-CARTIER","GV-LD-*"
846,"ANNULE-DIRECTIONS POUR VELOS - AXE SAINT-ZOTIQUE","GV-LE-*"
848,"ANNULE-DIRECTIONS POUR VELOS - AXE RENE-LEVESQUE","GV-LG-*"
849,"ANNULE-DIRECTIONS POUR VELOS - AXE CANAL DE LACHINE","GV-LH"
850,"ANNULE-DIRECTIONS POUR VELOS - AXE VIEUX PORT","GV-LI-*"
852,"ANNULE-VOIE CYCLABLE - AXE NORD/SUD - BERRI","GV-LK-*"
853,"ANNULE-VOIE CYCLABLE - MTL - LONGUEUIL - NAVETTE","GV-LL-*"
856,"ANNULE-DIRECTIONS POUR VELOS - AXE CHRISTOPHE-COLOMB","GV-LO-*"
857,"ANNULE-DIRECTION POUR VELOS - CANAL DE L'AQUEDUC","GV-LP-*"
859,"ACHEMINEMENT ""L'ACADIE GARDEZ LA DROITE""","GV-MB"
861,"ACHEMINEMENT ""MONTREAL, GARDEZ LA DROITE""","GV-MD"
864,"ACHEMINEMENT ""CASINO DE MONTREAL"" lettrage grade 1","GV-MG"
870,"BOUL. DE L`ACADIE NORD VIA BIRNAM ET PORT-ROYAL","GV-MM"
871,"TRAJET POUR NORD - QUADRILATERES- (UTILISER AVEC GV-MM)","GV-MN"
873,"NORD ET SUD VIA PAPINEAU  *=FLECHE","GV-MP-*"
874,"CENTRE-VILLE VIA ST-DENIS","GV-MQ"
875,"CENTRE-VILLE VIA ST-DENIS ET PAPINEAU","GV-MR"
879,"TRAJET POUR JARRY EST (QUADRILATERES)","GV-MU"
883,"DIRECTION NORD VIA ST-LAURENT","GV-MZ"
886,"RUE PARE EST et OUEST  (QUADRILATERES)","GV-NC"
887,"CENTRE-VILLE VIA RUE ST-MARC","GV-ND-*"
888,"VOIE CYCLABLE - INTERDIT AUX AUTOS ET MOTOS","GV-O"
889,"PRE-SIGNAL PENTE RAIDE","GV-P"
890,"PRE-SIGNAL SORTIE AUTO VENANT DE LA GAUCHE","GV-PA"
891,"PRE-SIGNAL SORTIE AUTO VENANT DE LA DROITE","GV-PB"
892,"POLICE","GV-PD"
893,"ANNULE - REMPLACE PAR GT-***-*","GV-PO-*"
894,"PONT FL. 1","GV-PT-01"
895,"PONT FL. 2","GV-PT-02"
896,"PONT FL. 3","GV-PT-03"
897,"PONT FL. 4","GV-PT-04"
898,"PONT FL. 5","GV-PT-05"
899,"LA MAISON DES CYCLISTES","GV-Q-*"
900,"LA MAISON DES CYCLISTES - DISTANCE 400 m","GV-QA-*"
901,"LA MAISON DES CYCLISTES - DISTANCE 500 m","GV-QB-*"
902,"LA MAISON DES CYCLISTES - DISTANCE 600 m","GV-QC-*"
904,"LA MAISON DES CYCLISTES - DISTANCE 1 km","GV-QE-*"
907,"PRE-SIGNAL RETRECISSEMENT GAUCHE","GV-R-02"
908,"PRE-SIGNAL RETRECISSEMENT","GV-R-03"
909,"PRE-SIGNAL PONT ETROIT","GV-R-04"
910,"ANNULE - REMPLACE PAR GA-GD AVEC PANONC. FLECHE","GV-RA-*"
911,"ARENA MAURICE-RICHARD","GV-RB"
912,"COMPLEXE RECREATIF GADBOIS","GV-RC"
913,"UNIVERSITE DE MONTREAL","GV-RD"
914,"ANNULE-AIRE D'ATTENTE             * = FLECHE        VOIR GS-AP ET GS-AQ","GV-RE-*"
916,"PANORAMA ROUTE...","GV-RP-*"
919,"ANNULE-CICLISTES - ACHEMINEMENT - DIRECTION RESEAU VERT - VOIR GV-X","GV-RV-*"
923,"SECTEUR INDUSTRIEL FL. 1","GV-SI-1"
924,"SECTEUR INDUSTRIEL FL. 2","GV-SI-2"
925,"SECTEUR INDUSTRIEL FL. 3","GV-SI-3"
926,"TAXI","GV-TA-*"
928,"ACHEMINEMENT TAXI BOUL. ST-LAURENT  ___m   * = FLECHE","GV-TC-*"
929,"ACHEMINEMENT TAXI                   ___m   * = FLECHE","GV-TD-*"
930,"OBLIGATION CALECHE","GV-V-*"
933,"RUE PARE E. et O.            * = FLECHE","GV-VT-*"
935,"ANNULE-CYCLISTES (RESEAU VERT) - DIRECTION RUE CLARK","GV-WB-*"
944,"MONTREAL","GZ-A"
967,"DEBUT","HL-D"
969,"FIN","HL-F"
970,"PANONCEAU DE DIRECTION","HL-FG"
971,"PANONCEAU DE DIRECTION","HL-FH"
972,"PANONCEAU DE DIRECTION","HL-HD"
973,"PANONCEAU DE DIRECTION","HL-HG"
978,"ANNULE","LD-DH"
986,"ANNULE","LD-TA"
992,"PARC-LOGO VILLE - INSTALLER SUR FUT CARRE 12'(CODE_RPA 3-1)","LO-GO-F"
1001,"ANNULE","LS-JR"
1002,"ANNULE","LS-JT"
1040,"NOM DE RUE DU VIEUX MTL - 1 FACE  (POUR BATIMENT)","NR-R"
1041,"NOM DE RUE DU VIEUX MTL - 2 FACES (POUR LAMPADAIRE)","NR-RV"
1042,"ANNULE - REMPLACER PAR PX-AD","P-AD"
1043,"ANNULE - REMPLACER PAR PX-AP","P-AP"
1052,"ANNULE - PANONCEAU PERIODE D'ENTRETIEN EXCEPTEE","P-EE"
1061,"ANNULE - REMPLACER PAR PX-HD","P-HD"
1065,"ANNULE - REMPLACER PAR PX-LS","P-LS"
1066,"ANNULE - REMPLACER PAR PX-LV","P-LV"
1072,"ANNULE - REMPLACER PAR PX-PF","P-PF"
1073,"ANNULE - REMPLACER PAR PX-PH","P-PH"
1080,"ANNULE - REMPLACER PAR PX-TI","P-TI"
1082,"ANNULE - REMPLACE PAR P-ZT","P-ZR"
1084,"ANNULE   -    (ZONE SCOLAIRE FOND BLEU)","PA-A"
1085,"ANNULE    -     (ZONE SCOLAIRE FOND BLEU)","PA-A-10"
1100,"PRE-SIGNAL PASSAGE DE PIETONS","PA-B"
1101,"PRE-SIGNAL TERRAIN DE JEUX","PA-C"
1102,"PRE-SIGNAL TERRAIN DE JEUX","PA-C-0"
1103,"PRE-SIGNAL TERRAIN DE JEUX","PA-D"
1109,"PRE-SIGNAL PASSAGE DE PIETONS ET CYCLISTES","PA-E"
1110,"PRE-SIGNAL PASSAGE DE PIETONS","PA-F"
1111,"PRE-SIGNAL PASSAGE DE PERSONNES HANDICAPEES","PA-G"
1112,"PRE-SIGNAL PASSAGE DE PERSONNES HANDICAPEES","PA-H"
1114,"PRE-SIGNAL PASSAGE DE PIETONS ET CYCLISTES","PA-I"
1115,"PRE-SIGNAL PASSAGE DE CYCLISTES (GAUCHE)","PA-J"
1116,"PRE-SIGNAL PASSAGE DE CYCLISTES (DROITE)","PA-K"
1117,"ANNULE","PA-LA"
1118,"ANNULE","PA-LB"
1123,"AUTOCOL. \P RESERVE S3R 18h-23h","PA-PA"
1163,"PRE-SIGNAL ZONE DE SOURDS","PA-S"
1164,"PRE-SIGNAL PASSAGE DE SOURDS","PA-S-1"
1165,"AUTOCOL. \P RESERVE HANDICAPES","PA-TD"
1167,"ANNULE PRE-SIGNAL PASSAGE D'AVEUGLES","PA-V"
1168,"ANNULE PRE-SIGNAL ZONE D'AVEUGLES","PA-V-1"
1170,"ANNULE-PRE-SIGNAL ZONE SCOLAIRE (PASSAGE D'ECOLIERS)","PA-W"
1171,"ANNULE-PRE-SIGNAL ZONE SCOLAIRE + GRAND (PASSAGE D'ECOLIERS)","PA-W-10"
1172,"PRE-SIGNAL ZONE SCOLAIRE (PASSAGE D'ECOLIERS)","PA-X"
1173,"PRE-SIGNAL ZONE D'AVEUGLES POUR PLACER A DROITE","PA-X-1"
1175,"PRE-SIGNAL ZONE D'AVEUGLES POUR PLACER A GAUCHE","PA-X-2"
1178,"PASSAGE ECOLIERS","PB-A-1"
1179,"PASSAGE ECOLIERS","PB-A-2"
1181,"PASSAGE ECOLIERS AERIEN","PB-AA"
1182,"PASSAGE PIETONS AERIEN","PB-AB"
1183,"PASSAGE ENFANTS (TERRAIN DE JEUX) AERIEN","PB-AC"
1186,"PASSAGE PIETONS ET CYCLISTES AERIEN","PB-AF"
1187,"PASSAGE PIETONS","PB-B-1"
1188,"PASSAGE PIETONS","PB-B-2"
1189,"ANNULE PASSAGE PIETONS AERIEN","PB-B-3"
1190,"PASSAGE TERRAIN DE JEUX","PB-C-1"
1191,"PASSAGE TERRAIN DE JEUX","PB-C-2"
1194,"PASSAGE POUR PIETONS ET CYCLISTES","PB-E-1"
1195,"PASSAGE POUR PIETONS ET CYCLISTES","PB-E-2"
1196,"ANNULE       (PASSAGE DE CAMIONS)","PB-F-1"
1198,"PASSAGE D'HANDICAPES","PB-H-1"
1199,"PASSAGE D'HANDICAPES","PB-H-2"
1200,"P 02h 09h-21h SAMEDI ET DIMANCHE","PB-JA"
1201,"P 15 min. 09h-15h MAR. MER.","PB-JB"
1202,"P 60 min. 09h-17h LUNDI ET JEUDI","PB-JC"
1203,"PASSAGE DE SOURDS","PB-S-1"
1205,"ANNULE          (PASSAGE D'AVEUGLES)","PB-V-1"
1207,"PASSAGE D'AVEUGLES POUR PLACER A DROITE","PB-X-1"
1208,"PASSAGE D'AVEUGLES POUR PLACER A GAUCHE","PB-X-2"
1210,"AUTOCOL. H.D'USAGE L. MAR. MER. SAM. 09h-18h JEU. VEN.","PC-AA"
1211,"AUTOCOL. H.D'USAGE L. MAR. MER. SAM. 09h30-18h JEU. V.","PC-AB"
1250,"P STAT. A 45 cm DE LA BORDURE - 1er MARS 1er DEC.","PD-AC"
1251,"P STAT. A 45 cm DE LA BORDURE - 15 AVRIL AU 1er NOV.","PD-AD"
1253,"P 15 min RESERVE AUTOBUS","PD-DA"
1256,"P 15 min","PD-DT"
1257,"P 60 min 9h30-18h00","PD-JA"
1258,"P 15 min 12h-16h SAM. DIM.","PD-JB"
1259,"P 02h 09h-20h","PD-JC"
1260,"P 02h 09h-21h","PD-JD"
1261,"P 02h 09h-18h","PD-JE"
1262,"P 02h 08h-19h","PD-JF"
1263,"P 60 min 09h-21h","PD-JG"
1264,"P 15 min 09h-21h","PD-JH"
1265,"P 02h 09h30-18h","PD-JI"
1266,"P 19h-08h","PD-NA"
1267,"P 02h 08h-18h","PD-OD"
1268,"P 60 min 13h-16h","PD-PC"
1271,"P VELO","PD-RC"
1273,"P A ANGLE","PD-TA"
1274,"P 02h","PD-TB"
1276,"P 15 MIN. RESERVE HOTEL","PD-TD"
1277,"P EN FILE","PD-TF"
1279,"P 04h","PD-TQ"
1280,"P 03h","PD-TR"
1281,"P 60 min","PD-TT"
1282,"PRESSEZ LE BOUTON...","PE-AA"
1283,"ATTENDRE AVANT DE TRAVERSER...","PE-AB"
1284,"ATTENDRE AVANT DE TRAVERSER... (AUTOCOLLANT)","PE-AB-A"
1285,"ATTENDRE AVANT DE TRAVERSER...","PE-AC"
1286,"ATTENDRE AVANT DE TRAVERSER... (AUTOCOLLANT)","PE-AC-A"
1287,"CEDEZ AUX PIETONS","PE-AD"
1291,"P 15 MIN. 07h30-16h JOURS D`ECOLE","PE-JA"
1292,"P 15 MIN. 07h30-17h JOURS D`ECOLE","PE-JB"
1293,"P 15 MIN. 07h30-17h30 JOURS D'ECOLE","PE-JC"
1296,"P 15 MIN. 7h-8h30 ET 15h-18h   JOURS D'ECOLE","PE-QC"
1305,"ANNULE-SYMBOLE DE CHAISE ROULANTE","PF-D"
1306,"PARCOMETRE GRATUIT POUR DETENTEUR DE PERMIS SRRR","PG-DP"
1308,"SYMBOLE DE O.T., OPERATION TANDEM, MACLE DE MTL, MTL","PO-A"
1309,"HORAIRE DE STATIONNEMENT TARIFE (PARCOFLEX)","PP-AA"
1319,"50m (JAUNE)","PR-050"
1320,"100m (JAUNE)","PR-100"
1321,"200m (JAUNE)","PR-200"
1322,"400m (JAUNE)","PR-400"
1323,"500m (JAUNE)","PR-500"
1373,"P 60 min 09h-18h LUN. MAR. MER. SAM. 09h-21h JEU. VEN.","PS-AA"
1374,"P 60 min 09h30-23h","PS-AB"
1375,"P 15 min 09h-18h LUN A SAM","PS-DA"
1376,"P 60 min 09h30-15h LUN. AU SAM.","PS-DG"
1377,"P 60 min 09h-19h LUN. AU SAM.","PS-JA"
1378,"P 60 min 10h30-15h30 LUN. AU SAM.","PS-JB"
1379,"P 60 min 07h-19h LUN. AU SAM.","PS-JC"
1381,"P 60 min 08h-19h LUN. AU SAM.","PS-JE"
1382,"P 60 min 08h-18h LUN. AU SAM.","PS-JF"
1383,"P 60 min 09h-16h LUN. AU SAM.","PS-JG"
1384,"P 02h 09h30-16h LUN. AU SAM.","PS-JH"
1385,"P 15 min 07h-18h LUN. A SAM.","PS-JI"
1386,"P 02h 08h-15h30 LUN. AU SAM.","PS-JJ"
1387,"P 02h 09h30-18h LUN. AU SAM.","PS-JK"
1388,"P 02h 09h-16h LUN. AU SAM.","PS-JL"
1389,"P 02h 09h30-15h LUN A SAM","PS-JM"
1390,"P 60 min 09h-18h LUN.AU SAM.","PS-JN"
1391,"P 60 min 09h30-16h LUN. AU SAM.","PS-JR"
1392,"P 60 min 09h30-18h LUN. AU SAM.","PS-JT"
1393,"P 60 min 09h-15h LUN. AU SAM.","PS-JU"
1394,"PARENTS SECOURS","PS-M"
1395,"P 60 min 10h30-18h LUN. AU SAM.","PS-OB"
1396,"P 60 min 09h30-15h30 LUN. AU SAM.","PS-OG"
1397,"P 60 min 09h-17h LUN. AU SAM.","PS-OP"
1399,"P 60 min 10h-18h LUN. AU SAM.","PS-OR"
1400,"P 60 min 11h-18h LUN. AU SAM.","PS-OS"
1402,"P 02h 09h-18h LUN. AU SAM.","PS-PB"
1403,"P 60 min. 09h-17h MARDI, MERCREDI ET VENDREDI","PT-JA"
1404,"P 60 min 09h-17h LUN. MER. JEU.","PT-JK"
1406,"P 60 min 09h-17h LUN. MER. VEN.","PT-JW"
1410,"P 15 min 08h-17h LUN. AU VEN.","PV-DA"
1411,"P 15 min 07h-18h LUN. AU VEN.","PV-DB"
1412,"P 15 min 15h30-18h LUN. AU VEN.","PV-DC"
1413,"P 15 min 09h30-17h LUN. AU VEN.","PV-DD"
1414,"P 15 min 08h-15h30 LUN. AU VEN.","PV-DE"
1415,"P 15 min 09h-16h LUN. AU VEN.","PV-DF"
1416,"P 60 min 09h30-15h LUN. AU VEN.","PV-DG"
1417,"P 15 min 09h-19h LUN A VEN","PV-DH"
1418,"P 15 min 08h-18h LUN A VEN","PV-DI"
1419,"P 15 min 08h-10h ET 16h-18h LUN A VEN","PV-DJ"
1420,"P 15 min 07h-18h30 LUN A VEN","PV-DK"
1421,"P 60 min 09h-15h LUN. AU VEN.","PV-JA"
1422,"P 15 min 07h-09h 16h-18h LUN. AU VEN.","PV-JB"
1423,"P 15 min 09h-18h LUN. AU VEN.","PV-JC"
1424,"P 60 min 10h-15h LUN. AU VEN.","PV-JD"
1425,"P 60 min 08h-19h LUN. AU VEN.","PV-JE"
1426,"P 60 min 08h-18h LUN. AU VEN.","PV-JF"
1427,"P 60 min 09h-16h LUN. AU VEN.","PV-JG"
1429,"P 02h 09h30-18h LUN. AU VEN.","PV-JI"
1430,"P 02h 08h-18h LUN. AU VEN.","PV-JK"
1431,"P 02h 08h-19h LUN. AU VEN.","PV-JL"
1432,"P 02h 12h-18h LUN. AU VEN.","PV-JM"
1433,"P 60 min 09h-18h LUN.AU VEN.","PV-JN"
1434,"P 02h 08h-16h LUN. AU VEN.","PV-JO"
1435,"P 02h 09h30 A 15h30 LUN. AU VEN.","PV-JP"
1436,"P 60 min 09h30-16h LUN. AU VEN.","PV-JR"
1437,"P 02h 12h-18h LUN A VEN","PV-JS"
1438,"P 60 min 09h30-18h LUN. AU VEN.","PV-JT"
1439,"P 60 min 09h-15h30 LUN. AU VEN.","PV-JU"
1440,"P 02h 09h30-17h30 LUN. AU VEN.","PV-JV"
1441,"P 02h 8h-17h LUN A VEN","PV-JW"
1442,"P 02h 9h30-16h LUN A VEN","PV-JX"
1443,"P 15 min 07h-09h ET 12h-14h LUN A VEN","PV-JY"
1444,"P 02h 10h-17h LUN A VEN","PV-JZ"
1446,"P 02h 09h-17h LUN A VEN","PV-OB"
1447,"P 60 min 09h30-17h LUN A VEN","PV-OC"
1448,"P 60 min 09h30-15h30 LUN. AU VEN.","PV-OG"
1449,"P 60 min 10h-18h LUN. AU VEN.","PV-OR"
1450,"P 60 min 11h30-19h LUN. AU VEN.","PV-PA"
1451,"P 02h 09h-18h LUN. AU VEN.","PV-PB"
1452,"P 60 min 12h-16h LUN A VEN","PV-PC"
1453,"P 15 min 07h30-9h ET 14h30-16h30 LUN. AU VEN.","PV-QA"
1454,"P 15 min 07h-09h30 ET 15h30-18h LUN. AU VEN","PV-QC"
1455,"P 15 MIN 07h30-09h30 ET 15h30-18h LUN A VEN","PV-QD"
1456,"PANONCEAU 08h-17h LUN. AU VEN.","PX-AA"
1457,"PANONCEAU 1 AVRIL AU 15 OCT.","PX-AB"
1458,"PANONCEAU 1 DEC. AU 1 MARS","PX-AC"
1459,"PANONCEAU 1 AVRIL AU 1 DEC.","PX-AD"
1460,"PANONCEAU EXCEPTE AUTOBUS SCOLAIRE","PX-AE"
1461,"PANONCEAU 15 AVRIL AU 1 NOV.","PX-AF"
1462,"PANONCEAU 1 AVRIL AU 31 OCT.","PX-AG"
1463,"PANONCEAU 1 NOVEMBRE AU 15 AVRIL","PX-AH"
1464,"PANONCEAU 1 DEC. AU 1 AVRIL","PX-AI"
1465,"PANONCEAU 15 MARS AU 15 NOV.","PX-AJ"
1466,"PANONCEAU 15 AVRIL AU 1er DEC.","PX-AK"
1467,"PANONCEAU 15 MAI AU 15 OCT.","PX-AL"
1468,"PANONCEAU PARKING NO... RENSEIGNEMENTS 872-5989","PX-AP"
1469,"PANONCEAU DEBAR. AUTOBUS SCOLAIRE","PX-AS"
1471,"PANONCEAU CAMIONS","PX-CM"
1472,"PANONCEAU 09h-17h DIMANCHE","PX-DS"
1473,"PANONCEAU NOIR - EXCEPTE 9h-16h LUNDI ET JEUDI","PX-EA"
1474,"PANONCEAU NOIR - EXCEPTE 9h-17h MERCREDI","PX-EB"
1476,"PANONCEAU EXCEPTE PERIODE DE LIVRAISON","PX-ED"
1477,"PANONCEAU - EXCEPTE 09h-17h VENDREDI","PX-EG"
1478,"PANONCEAU NOIR - EXCEPTE 9h-17h LUNDI ","PX-EL"
1479,"PANONCEAU NOIR - EXCEPTE 9h-17h MARDI ","PX-EM"
1480,"PANONCEAU EXCEPTE TITULAIRE DE PERMIS","PX-ET"
1481,"PANONCEAU RESERVE HANDICAPE","PX-HC"
1482,"PANONCEAU DEBARCADERE RESERVE HANDICAPE","PX-HD"
1483,"PANONCEAU 09h00 @ 17h00","PX-JA"
1484,"PANONCEAU 09h30-18h LUN. MAR. MERC. SAM. 09h30-21h JEU.","PX-JB"
1485,"PANONCEAU 09h-21h","PX-JC"
1486,"PANONCEAU 09h-19h","PX-JD"
1487,"PANONCEAU ""JOURS D'ECOLE""","PX-JE"
1488,"PANONCEAU 09h30-20h","PX-JF"
1489,"PANONCEAU 15h30-24h","PX-JG"
1490,"PANONCEAU 18h-24h","PX-JH"
1492,"PANONCEAU 08h-16h LUN A VEN","PX-JJ"
1493,"PANONCEAU 08h-22h","PX-JK"
1494,"PANONCEAU 1 JUIN AU 1 OCT.","PX-JO"
1495,"PANONCEAU 08h-20h","PX-JP"
1496,"PANONCEAU 09h30-16h","PX-JQ"
1498,"PANONCEAU 07h-18h LUN A VEN","PX-JS"
1499,"PANONCEAU 10h-24h","PX-JT"
1501,"PANONCEAU SAMEDI DIMANCHE","PX-LA"
1502,"PANONCEAU LUN. AU SAM.","PX-LS"
1503,"PANONCEAU LUN. AU VEN.","PX-LV"
1504,"PANONCEAU 1 MARS AU 1 DEC.","PX-MD"
1506,"PANONCEAU 1 MAI AU 1 NOV.","PX-MN"
1507,"PANONCEAU 1 NOV. AU 1 MAI","PX-MO"
1508,"PANONCEAU 1 SEPT. AU 30 JUIN","PX-MP"
1510,"PANONCEAU ""DEUX COTES""","PX-PA"
1511,"PANONCEAU EXCEPTE TAXIS","PX-PB"
1512,"PANONCEAU DEBAR. SEULEMENT","PX-PD"
1513,"PANONCEAU FLECHE A GAUCHE","PX-PF"
1514,"PANONCEAU EXCEPTE PERIODE INTERDITE","PX-PH"
1515,"PANONCEAU PARCOMETRES INCLUS","PX-PI"
1516,"PANONCEAU LIVRAISON SEULEMENT","PX-PL"
1518,"PANONCEAU RESERVE DETENTEUR DE PERMIS DE RESIDANTS","PX-PS"
1519,"PANONCEAU LORSQUE STATIONNEMENT PERMIS-PETITES VOITURES","PX-PV"
1520,"PANONCEAU STAT. A ANGLE - LIGNE AU SOL A RESPECTER","PX-PW"
1521,"PANONCEAU PERMIS EN DOUBLE FILE","PX-PX"
1522,"PANONCEAU EXCEPTE AUTOBUS","PX-SA"
1524,"PANONCEAU TAXIS INCLUS","PX-TI"
1525,"PANONCEAU TITUL. PERMIS SEUL.","PX-TS"
1527,"PANONCEAU EXCEPTE  09-17h MER. 15 MARS AU 15 NOV.","PX-UB"
1528,"PANONCEAU ZONE DE REMORQUAGE","PX-ZT"
1529,"RUE BARREE, ECOLIERS EN RECREATION","PZ-D"
1536,"\P RESERVE AUTOBUS TOURISTIQUES 2h","R-AL"
1537,"\P RESERVE AUTOBUS TOURISTIQUES 15 min.","R-AM"
1538,"\P RESERVE AUTOBUS 15h-18h LUN. AU VEN.","R-AN"
1541,"\P RESERVE AUTOBUS TOURISTIQUES 07h-09h 01/05 AU 01/10","R-AQ"
1542,"\P RESERVE AIRE D'ATTENTE","R-AR"
1543,"\P RESERVE AUTOBUS 8h00 A 21h00","R-AS"
1544,"\P RESERVE AUTOBUS TOURISTIQUES","R-AT"
1545,"\P RESERVE AUTOBUS","R-AU"
1546,"\P RESERVE BIBLIOBUS 18h-21h MAR.","R-BA"
1562,"\P RESERVE BIBLIOBUS 14h-18h30 MARDI","R-BQ"
1567,"\P RESERVE CORPS DIPLOMATIQUE","R-CD"
1571,"\P RESERVE GARDERIE 15 MIN.","R-DG"
1572,"\P RESERVE TITULAIRES DE PERMIS","R-DP"
1574,"\P RESERVE EMPLOYES DE L'EDIFICE","R-EE"
1575,"\P RESERVE FOURGON CELLULAIRE SPVM","R-FC"
1576,"\P RESERVE FIACRES","R-FI"
1577,"ANNULE - REMPLACER PAR R-TD","R-HC"
1580,"\P RESERVE LOCATAIRES DU MARCHE","R-LM"
1581,"\P RESERVE MOTOS","R-MO"
1582,"\P RESERVE MOTOS 01/04-01/11","R-MT"
1583,"\P RESERVE S3R 14h-18h LUNDI AU VENDREDI","R-PA"
1584,"\P RESERVE S3R 09h-22h","R-PB"
1586,"\P RESERVE S3R 09h-21h","R-PD"
1587,"\P RESERVE S3R 09h-21h  (2 SECTEURS)","R-PD-2S"
1588,"\P RESERVE S3R 09h-21h LUN. AU VEN.","R-PE"
1589,"\P RESERVE S3R 09h-23h","R-PF"
1590,"\P RESERVE S3R 09-23h       (2 SECTEURS)","R-PF-2S"
1591,"\P RESERVE S3R 18h-23h","R-PG"
1592,"\P RESERVE S3R 15h-09h","R-PH"
1593,"\P RESERVE S3R 15h-21h","R-PI"
1594,"\P RESERVE S3R 17h-23h","R-PJ"
1595,"\P RESERVE S3R 15h-23h","R-PK"
1597,"\P RESERVE S3R 17h-21h","R-PL"
1598,"\P RESERVE S3R 09h-17h LUN. ET JEU.","R-PM"
1599,"\P RESERVE S3R 09h-17h MAR. ET VEN.","R-PN"
1600,"\P RESERVE SERVICE DE LA POLICE","R-PO"
1601,"\P RESERVE S3R 09h30-21h","R-PP"
1602,"\P RESERVE S3R 09h30-16h LUNDI AU VENDREDI","R-PQ"
1603,"\P RESERVE S3R 08h30-10h LUNDI AU VENDREDI","R-PR"
1605,"\P RESERVE S3R 09h30-20h LUNDI AU VENDREDI","R-PS"
1607,"\P RESERVE S3R 15h30-21h LUNDI AU VENDREDI","R-PU"
1608,"\P RESERVE S3R 10h30-12h00 LUNDI AU VENDREDI","R-PV"
1609,"\P RESERVE S3R 15h00-18h00 LUNDI AU VENDREDI","R-PW"
1610,"\P RESERVE S3R 09h30-21h00 LUNDI AU VENDREDI","R-PX"
1611,"\P RESERVE S3R 09h-20h LUNDI AU SAMEDI","R-PY"
1613,"\P RESERVE S3R 16h-20h LUNDI AU SAMEDI","R-PZ"
1614,"\P RESERVE S3R 16h-20h LUN A SAM (2 SECTEURS)","R-PZ-2S"
1615,"ANNULE  -  REMPLACE PAR R-PD-2S","R-QA"
1618,"\P RESERVE S3R 09h-21h LUN A SAM","R-QD"
1619,"\P RESERVE S3R 09h-21h LUN A SAM  (2 SECTEURS)","R-QD-2S"
1621,"\P RESERVE S3R 18h30-23h LUN A VEN","R-QF"
1622,"\P RESERVE S3R          (EN TOUT TEMPS)","R-QG"
1623,"\P RESERVE S3R 09h30-17h30 LUN A VEN","R-QH"
1624,"\P RESERVE S3R 17h30-23h LUN A VEN","R-QI"
1625,"\P RESERVE S3R 16h-21h LUN A VEN ET 9h-21h SAM -DIM","R-QJ"
1628,"\P RESERVE S3R 9h-23h LUN A SAM","R-QM"
1629,"\P RESERVE S3R 16h-23h LUN A SAM","R-QN"
1632,"\P RESERVE S3R 17h-23h LUN A VEN","R-QR"
1633,"\P RESERVE S3R 18h-21h LUN A VEN","R-QS"
1636,"\P RESERVE S3R 08h-21h","R-QV"
1637,"\P RESERVE S3R 09h30-18h","R-QW"
1638,"\P RESERVE S3R 18h30-21h LUN A VEN","R-QX"
1639,"\P RESERVE S3R 09h30-18h30 LUN A SAM","R-QY"
1640,"\P RESERVE S3R 09h-18h","R-QZ"
1641,"\P RESERVE S3R 09h30-23h","R-RA"
1642,"\P RESERVE S3R 09h30-23h     (2 SECTEURS)","R-RA-2S"
1643,"\P RESERVE S3R 17h30-23h","R-RB"
1645,"\P RESERVE S3R 18h30-23h","R-RC"
1647,"\P RESERVE S3R 18h-23h LUN.AU VEN., 9h-23h SAM.ET DIM.","R-RE"
